ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A305209,"https://petharbor.com/detail.asp?ID=A305209&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A305209&LOCATION=SNCR,powder,Female,white & black,shorthaired rabbit,5 months old,3.1,S H01,False,True,,5,,,2023-10-11,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A305313,"https://petharbor.com/detail.asp?ID=A305313&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A305313&LOCATION=SNCR,hamlet,Male,green,duck,,,S BARN03,False,False,,,,,2023-09-17,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A305420,"https://petharbor.com/detail.asp?ID=A305420&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A305420&LOCATION=SNCR,petey,Male,gray,chicken,,,S BARN,False,False,,,,,2023-09-20,"Petey is a handsome bantam rooster looking for his forever home!Have you heard about our adoption special?During the month of October, you choose the amount you pay for an adoption (at least $50 suggested) and what your adoption supports. Your donation can assist with special medical care, food & supplies, and owner support for the residents of Santa Cruz County and their companion animals. Your support allows us to save hundreds of additional animal lives and support families and pets in need. Whatever you decide to donate in place of an adoption fee, your new pet will be spayed or neutered, microchipped, vaccinated, and treated for parasites. We want to get every pet off to a healthy start in a new home!",2023-11-16
A305421,"https://petharbor.com/detail.asp?ID=A305421&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A305421&LOCATION=SNCR,roman,Male,black & orange,chicken,,,S BARN,False,False,,,,,2023-09-20,"Roman is a bantam rooster with a big personality and would love to find a home with Rowan.Have you heard about our adoption special?During the month of October, you choose the amount you pay for an adoption (at least $50 suggested) and what your adoption supports. Your donation can assist with special medical care, food & supplies, and owner support for the residents of Santa Cruz County and their companion animals. Your support allows us to save hundreds of additional animal lives and support families and pets in need. Whatever you decide to donate in place of an adoption fee, your new pet will be spayed or neutered, microchipped, vaccinated, and treated for parasites. We want to get every pet off to a healthy start in a new home!",2023-11-16
A305556,"https://petharbor.com/detail.asp?ID=A305556&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A305556&LOCATION=SNCR,yang,Female/Spayed,white,shorthaired rabbit,4 months old,3.0,S RAB01,True,True,,4,,,2023-09-24,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A305564,"https://petharbor.com/detail.asp?ID=A305564&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A305564&LOCATION=SNCR,muffin,Female/Spayed,black & chocolate,shorthaired rabbit,6 months old,3.7,S H14,True,True,,6,,,2023-09-24,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A305566,"https://petharbor.com/detail.asp?ID=A305566&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A305566&LOCATION=SNCR,yin,Female/Spayed,black & chocolate,shorthaired rabbit,6 months old,4.5,S RAB01,True,True,,6,,,2023-09-24,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A305575,"https://petharbor.com/detail.asp?ID=A305575&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A305575&LOCATION=SNCR,luna,Female/Spayed,white & black,shorthaired rabbit,6 months old,4.6,S H08,True,True,,6,,,2023-09-24,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A306043,"https://petharbor.com/detail.asp?ID=A306043&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A306043&LOCATION=SNCR,eddie,Male/Neutered,black,shorthaired rabbit,1 year,6.0,S H07,True,False,1,,,,2023-10-10,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A306657,"https://petharbor.com/detail.asp?ID=A306657&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A306657&LOCATION=SNCR,squirt,,brown,turtle,,,S EXOTICS,,,,,,,2023-11-03,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A306696,"https://petharbor.com/detail.asp?ID=A306696&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A306696&LOCATION=SNCR,reese's,Female,brown,shorthaired rabbit,,6.5,S H16,False,True,,,,,2023-11-04,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A307088,"https://petharbor.com/detail.asp?ID=A307088&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=23&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307088&LOCATION=SNCR,cheeks,Female,gray,chinchilla,1 year,,S EXOTICS,False,True,1,,,,2023-11-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
